,dataset,filename,actor,emotion,statement,length,gender
1461,TESS,clean/TESS/OAF_should_ps.wav,OAF,surprised,should,2.0506122448979593,female
1462,TESS,clean/TESS/OAF_red_angry.wav,OAF,angry,red,1.689750566893424,female
1463,TESS,clean/TESS/OAF_rose_neutral.wav,OAF,neutral,rose,2.0761451247165534,female
1464,TESS,clean/TESS/YAF_mop_happy.wav,YAF,happy,mop,1.9650340136054423,female
1465,TESS,clean/TESS/YAF_gaze_sad.wav,YAF,sad,gaze,2.4908390022675735,female
1466,TESS,clean/TESS/YAF_knock_neutral.wav,YAF,neutral,knock,1.8956462585034013,female
1467,TESS,clean/TESS/OAF_learn_happy.wav,OAF,happy,learn,1.9248072562358276,female
1468,TESS,clean/TESS/YAF_room_disgust.wav,YAF,disgusted,room,2.431156462585034,female
1469,TESS,clean/TESS/YAF_neat_sad.wav,YAF,sad,neat,2.1799092970521543,female
1470,TESS,clean/TESS/OAF_limb_disgust.wav,OAF,disgusted,limb,2.4811791383219957,female
1471,TESS,clean/TESS/YAF_cab_sad.wav,YAF,sad,cab,2.402312925170068,female
1472,TESS,clean/TESS/OAF_read_angry.wav,OAF,angry,read,1.5270748299319727,female
1473,TESS,clean/TESS/YAF_whip_happy.wav,YAF,happy,whip,1.8275283446712018,female
1474,TESS,clean/TESS/YAF_ring_neutral.wav,YAF,neutral,ring,2.0383219954648526,female
1475,TESS,clean/TESS/YAF_tool_neutral.wav,YAF,neutral,tool,2.1355555555555554,female
1476,TESS,clean/TESS/YAF_king_sad.wav,YAF,sad,king,2.1825850340136053,female
1477,TESS,clean/TESS/OAF_shawl_neutral.wav,OAF,neutral,shawl,1.9787301587301587,female
1478,TESS,clean/TESS/YAF_merge_sad.wav,YAF,sad,merge,2.403174603174603,female
1479,TESS,clean/TESS/YAF_dip_neutral.wav,YAF,neutral,dip,2.098956916099773,female
1480,TESS,clean/TESS/OAF_wife_sad.wav,OAF,sad,wife,2.565578231292517,female
1481,TESS,clean/TESS/OAF_wash_ps.wav,OAF,surprised,wash,2.338458049886621,female
1482,TESS,clean/TESS/YAF_came_sad.wav,YAF,sad,came,2.317278911564626,female
1483,TESS,clean/TESS/YAF_walk_neutral.wav,YAF,neutral,walk,2.25859410430839,female
1484,TESS,clean/TESS/OAF_get_ps.wav,OAF,surprised,get,1.9378231292517007,female
1485,TESS,clean/TESS/YAF_mouse_happy.wav,YAF,happy,mouse,2.10702947845805,female
1486,TESS,clean/TESS/OAF_yearn_sad.wav,OAF,sad,yearn,2.595374149659864,female
1487,TESS,clean/TESS/YAF_hire_sad.wav,YAF,sad,hire,2.244081632653061,female
1488,TESS,clean/TESS/YAF_puff_neutral.wav,YAF,neutral,puff,2.0160997732426305,female
1489,TESS,clean/TESS/YAF_talk_sad.wav,YAF,sad,talk,2.2891609977324263,female
1490,TESS,clean/TESS/YAF_white_angry.wav,YAF,angry,white,2.2377777777777776,female
1491,TESS,clean/TESS/OAF_gaze_neutral.wav,OAF,neutral,gaze,2.2142403628117915,female
1492,TESS,clean/TESS/YAF_lot_neutral.wav,YAF,neutral,lot,2.018185941043084,female
1493,TESS,clean/TESS/OAF_rain_ps.wav,OAF,surprised,rain,1.9168253968253968,female
1494,TESS,clean/TESS/YAF_bean_sad.wav,YAF,sad,bean,2.2221768707482994,female
1495,TESS,clean/TESS/OAF_perch_ps.wav,OAF,surprised,perch,2.3709750566893426,female
1496,TESS,clean/TESS/YAF_whip_sad.wav,YAF,sad,whip,2.2523356009070294,female
1497,TESS,clean/TESS/YAF_tape_sad.wav,YAF,sad,tape,2.3226303854875283,female
1498,TESS,clean/TESS/YAF_which_ps.wav,YAF,surprised,which,2.2656689342403626,female
1499,TESS,clean/TESS/OAF_half_ps.wav,OAF,surprised,half,1.983718820861678,female
1500,TESS,clean/TESS/OAF_death_sad.wav,OAF,sad,death,2.485215419501134,female
1501,TESS,clean/TESS/OAF_haze_angry.wav,OAF,angry,haze,1.5615873015873016,female
1502,TESS,clean/TESS/YAF_jar_angry.wav,YAF,angry,jar,2.006621315192744,female
1503,TESS,clean/TESS/OAF_fit_happy.wav,OAF,happy,fit,1.858049886621315,female
1504,TESS,clean/TESS/OAF_vine_sad.wav,OAF,sad,vine,2.5416326530612245,female
1505,TESS,clean/TESS/OAF_nag_disgust.wav,OAF,disgusted,nag,2.3305668934240362,female
1506,TESS,clean/TESS/OAF_door_fear.wav,OAF,fearful,door,1.4985034013605443,female
1507,TESS,clean/TESS/OAF_judge_neutral.wav,OAF,neutral,judge,2.0942403628117914,female
1508,TESS,clean/TESS/YAF_which_fear.wav,YAF,fearful,which,1.7031292517006802,female
1509,TESS,clean/TESS/YAF_juice_sad.wav,YAF,sad,juice,2.380907029478458,female
1510,TESS,clean/TESS/YAF_rat_fear.wav,YAF,fearful,rat,1.7797278911564627,female
1511,TESS,clean/TESS/YAF_when_sad.wav,YAF,sad,when,2.2231746031746034,female
1512,TESS,clean/TESS/YAF_match_fear.wav,YAF,fearful,match,1.9392290249433106,female
1513,TESS,clean/TESS/OAF_chain_neutral.wav,OAF,neutral,chain,2.1169614512471657,female
1514,TESS,clean/TESS/OAF_food_disgust.wav,OAF,disgusted,food,2.1918820861678006,female
1515,TESS,clean/TESS/OAF_chalk_happy.wav,OAF,happy,chalk,1.8414965986394558,female
1516,TESS,clean/TESS/YAF_team_angry.wav,YAF,angry,team,2.082721088435374,female
1517,TESS,clean/TESS/YAF_burn_fear.wav,YAF,fearful,burn,1.6377777777777778,female
1518,TESS,clean/TESS/OAF_sure_disgust.wav,OAF,disgusted,sure,2.270566893424036,female
1519,TESS,clean/TESS/YAF_love_angry.wav,YAF,angry,love,1.9663492063492063,female
1520,TESS,clean/TESS/YAF_lid_fear.wav,YAF,fearful,lid,1.726984126984127,female
1521,TESS,clean/TESS/OAF_peg_angry.wav,OAF,angry,peg,1.5772789115646257,female
1522,TESS,clean/TESS/YAF_gaze_angry.wav,YAF,angry,gaze,2.1864399092970523,female
1523,TESS,clean/TESS/YAF_kite_angry.wav,YAF,angry,kite,1.9968253968253968,female
1524,TESS,clean/TESS/YAF_pick_happy.wav,YAF,happy,pick,1.7932426303854876,female
1525,TESS,clean/TESS/YAF_late_sad.wav,YAF,sad,late,2.2662131519274378,female
1526,TESS,clean/TESS/OAF_calm_happy.wav,OAF,happy,calm,2.037777777777778,female
1527,TESS,clean/TESS/YAF_south_disgust.wav,YAF,disgusted,south,2.6117006802721088,female
1528,TESS,clean/TESS/YAF_numb_happy.wav,YAF,happy,numb,1.9351473922902493,female
1529,TESS,clean/TESS/YAF_deep_fear.wav,YAF,fearful,deep,1.7705668934240364,female
1530,TESS,clean/TESS/OAF_search_disgust.wav,OAF,disgusted,search,2.300997732426304,female
1531,TESS,clean/TESS/YAF_peg_neutral.wav,YAF,neutral,peg,2.0425850340136056,female
1532,TESS,clean/TESS/YAF_vine_disgust.wav,YAF,disgusted,vine,2.385170068027211,female
1533,TESS,clean/TESS/YAF_near_ps.wav,YAF,surprised,near,1.9073469387755102,female
1534,TESS,clean/TESS/OAF_take_happy.wav,OAF,happy,take,2.013968253968254,female
1535,TESS,clean/TESS/YAF_seize_happy.wav,YAF,happy,seize,2.2212698412698413,female
1536,TESS,clean/TESS/YAF_jail_ps.wav,YAF,surprised,jail,2.3862131519274374,female
1537,TESS,clean/TESS/OAF_juice_ps.wav,OAF,surprised,juice,2.2199546485260773,female
1538,TESS,clean/TESS/OAF_book_disgust.wav,OAF,disgusted,book,2.133968253968254,female
1539,TESS,clean/TESS/YAF_yearn_disgust.wav,YAF,disgusted,yearn,2.535827664399093,female
1540,TESS,clean/TESS/OAF_hurl_ps.wav,OAF,surprised,hurl,1.8392290249433108,female
1541,TESS,clean/TESS/OAF_tape_ps.wav,OAF,surprised,tape,2.1654421768707484,female
1542,TESS,clean/TESS/YAF_nag_ps.wav,YAF,surprised,nag,2.2377777777777776,female
1543,TESS,clean/TESS/OAF_sure_sad.wav,OAF,sad,sure,2.332562358276644,female
1544,TESS,clean/TESS/OAF_limb_fear.wav,OAF,fearful,limb,1.4651700680272108,female
1545,TESS,clean/TESS/OAF_reach_ps.wav,OAF,surprised,reach,2.1835827664399092,female
1546,TESS,clean/TESS/OAF_wash_sad.wav,OAF,sad,wash,2.5798639455782313,female
1547,TESS,clean/TESS/OAF_rot_happy.wav,OAF,happy,rot,2.1034467120181404,female
1548,TESS,clean/TESS/YAF_far_fear.wav,YAF,fearful,far,1.665578231292517,female
1549,TESS,clean/TESS/YAF_king_disgust.wav,YAF,disgusted,king,2.3509750566893426,female
1550,TESS,clean/TESS/OAF_keen_disgust.wav,OAF,disgusted,keen,2.603628117913832,female
1551,TESS,clean/TESS/YAF_wheat_sad.wav,YAF,sad,wheat,2.422358276643991,female
1552,TESS,clean/TESS/OAF_hire_happy.wav,OAF,happy,hire,1.9619501133786847,female
1553,TESS,clean/TESS/YAF_gin_angry.wav,YAF,angry,gin,2.0663492063492064,female
1554,TESS,clean/TESS/YAF_gap_ps.wav,YAF,surprised,gap,2.198095238095238,female
1555,TESS,clean/TESS/OAF_mode_sad.wav,OAF,sad,mode,2.5949659863945578,female
1556,TESS,clean/TESS/YAF_bite_disgust.wav,YAF,disgusted,bite,2.1308390022675736,female
1557,TESS,clean/TESS/YAF_hall_angry.wav,YAF,angry,hall,2.0326530612244897,female
1558,TESS,clean/TESS/OAF_king_happy.wav,OAF,happy,king,1.8544671201814058,female
1559,TESS,clean/TESS/OAF_tape_disgust.wav,OAF,disgusted,tape,2.3936507936507936,female
1560,TESS,clean/TESS/YAF_week_ps.wav,YAF,surprised,week,2.27578231292517,female
1561,TESS,clean/TESS/YAF_wire_angry.wav,YAF,angry,wire,2.0374149659863945,female
1562,TESS,clean/TESS/YAF_seize_disgust.wav,YAF,disgusted,seize,2.6332879818594104,female
1563,TESS,clean/TESS/OAF_bought_angry.wav,OAF,angry,bought,1.4338321995464853,female
1564,TESS,clean/TESS/OAF_team_disgust.wav,OAF,disgusted,team,2.4504761904761905,female
1565,TESS,clean/TESS/YAF_when_fear.wav,YAF,fearful,when,1.731609977324263,female
1566,TESS,clean/TESS/YAF_room_sad.wav,YAF,sad,room,2.3458956916099774,female
1567,TESS,clean/TESS/OAF_rough_disgust.wav,OAF,disgusted,rough,2.5607709750566894,female
1568,TESS,clean/TESS/YAF_mob_sad.wav,YAF,sad,mob,2.341768707482993,female
1569,TESS,clean/TESS/OAF_late_fear.wav,OAF,fearful,late,1.824625850340136,female
1570,TESS,clean/TESS/YAF_mouse_ps.wav,YAF,surprised,mouse,1.9707936507936508,female
1571,TESS,clean/TESS/YAF_merge_disgust.wav,YAF,disgusted,merge,2.7140589569160998,female
1572,TESS,clean/TESS/OAF_size_sad.wav,OAF,sad,size,2.5664399092970522,female
1573,TESS,clean/TESS/OAF_merge_fear.wav,OAF,fearful,merge,1.683673469387755,female
1574,TESS,clean/TESS/YAF_search_neutral.wav,YAF,neutral,search,2.1498866213151926,female
1575,TESS,clean/TESS/OAF_youth_fear.wav,OAF,fearful,youth,1.7557823129251702,female
1576,TESS,clean/TESS/OAF_wash_disgust.wav,OAF,disgusted,wash,2.4151473922902493,female
1577,TESS,clean/TESS/OAF_void_neutral.wav,OAF,neutral,void,2.1746485260770974,female
1578,TESS,clean/TESS/YAF_luck_disgust.wav,YAF,disgusted,luck,2.329795918367347,female
1579,TESS,clean/TESS/YAF_learn_ps.wav,YAF,surprised,learn,1.701451247165533,female
1580,TESS,clean/TESS/YAF_limb_angry.wav,YAF,angry,limb,1.8882993197278912,female
1581,TESS,clean/TESS/YAF_mill_sad.wav,YAF,sad,mill,2.1667573696145124,female
1582,TESS,clean/TESS/YAF_turn_fear.wav,YAF,fearful,turn,1.9461678004535148,female
1583,TESS,clean/TESS/OAF_shout_happy.wav,OAF,happy,shout,2.0987755102040815,female
1584,TESS,clean/TESS/OAF_beg_ps.wav,OAF,surprised,beg,2.06108843537415,female
1585,TESS,clean/TESS/OAF_bean_ps.wav,OAF,surprised,bean,1.8109297052154194,female
1586,TESS,clean/TESS/YAF_wash_angry.wav,YAF,angry,wash,2.166031746031746,female
1587,TESS,clean/TESS/OAF_lose_disgust.wav,OAF,disgusted,lose,2.3723356009070296,female
1588,TESS,clean/TESS/YAF_far_disgust.wav,YAF,disgusted,far,2.3844897959183675,female
1589,TESS,clean/TESS/YAF_lore_happy.wav,YAF,happy,lore,2.022222222222222,female
1590,TESS,clean/TESS/YAF_mood_angry.wav,YAF,angry,mood,2.0091156462585036,female
1591,TESS,clean/TESS/YAF_beg_fear.wav,YAF,fearful,beg,1.5970068027210884,female
1592,TESS,clean/TESS/YAF_rough_ps.wav,YAF,surprised,rough,2.0328344671201815,female
1593,TESS,clean/TESS/YAF_tip_angry.wav,YAF,angry,tip,2.0375510204081633,female
1594,TESS,clean/TESS/OAF_base_sad.wav,OAF,sad,base,2.5206349206349206,female
1595,TESS,clean/TESS/YAF_late_neutral.wav,YAF,neutral,late,2.0817233560090704,female
1596,TESS,clean/TESS/YAF_young_sad.wav,YAF,sad,young,2.261451247165533,female
1597,TESS,clean/TESS/OAF_when_happy.wav,OAF,happy,when,1.934331065759637,female
1598,TESS,clean/TESS/YAF_void_angry.wav,YAF,angry,void,2.1777777777777776,female
1599,TESS,clean/TESS/OAF_hash_happy.wav,OAF,happy,hash,2.017732426303855,female
1600,TESS,clean/TESS/YAF_search_sad.wav,YAF,sad,search,2.3834467120181406,female
1601,TESS,clean/TESS/OAF_rose_happy.wav,OAF,happy,rose,2.2068480725623583,female
1602,TESS,clean/TESS/OAF_said_ps.wav,OAF,surprised,said,1.8966893424036282,female
1603,TESS,clean/TESS/OAF_wheat_happy.wav,OAF,happy,wheat,2.0109750566893423,female
1604,TESS,clean/TESS/OAF_keg_fear.wav,OAF,fearful,keg,1.6287528344671203,female
1605,TESS,clean/TESS/YAF_far_sad.wav,YAF,sad,far,2.3658956916099774,female
1606,TESS,clean/TESS/YAF_neat_fear.wav,YAF,fearful,neat,1.6448072562358276,female
1607,TESS,clean/TESS/OAF_search_ps.wav,OAF,surprised,search,2.2931519274376417,female
1608,TESS,clean/TESS/OAF_tough_happy.wav,OAF,happy,tough,1.9647619047619047,female
1609,TESS,clean/TESS/YAF_shirt_disgust.wav,YAF,disgusted,shirt,2.4796825396825395,female
1610,TESS,clean/TESS/YAF_ditch_fear.wav,YAF,fearful,ditch,1.8512925170068026,female
1611,TESS,clean/TESS/YAF_soap_happy.wav,YAF,happy,soap,2.0248072562358277,female
1612,TESS,clean/TESS/OAF_turn_angry.wav,OAF,angry,turn,1.5005895691609978,female
1613,TESS,clean/TESS/YAF_mill_disgust.wav,YAF,disgusted,mill,2.39968253968254,female
1614,TESS,clean/TESS/YAF_boat_ps.wav,YAF,surprised,boat,2.0932879818594103,female
1615,TESS,clean/TESS/YAF_boat_happy.wav,YAF,happy,boat,1.827981859410431,female
1616,TESS,clean/TESS/YAF_book_angry.wav,YAF,angry,book,1.8885260770975056,female
1617,TESS,clean/TESS/YAF_fail_disgust.wav,YAF,disgusted,fail,2.2987755102040817,female
1618,TESS,clean/TESS/OAF_thin_sad.wav,OAF,sad,thin,2.3783673469387754,female
1619,TESS,clean/TESS/OAF_cause_happy.wav,OAF,happy,cause,2.151292517006803,female
1620,TESS,clean/TESS/YAF_pole_disgust.wav,YAF,disgusted,pole,2.3303854875283445,female
1621,TESS,clean/TESS/YAF_said_angry.wav,YAF,angry,said,2.0507936507936506,female
1622,TESS,clean/TESS/YAF_gin_disgust.wav,YAF,disgusted,gin,2.3872562358276643,female
1623,TESS,clean/TESS/YAF_door_neutral.wav,YAF,neutral,door,1.8793650793650793,female
1624,TESS,clean/TESS/OAF_moon_ps.wav,OAF,surprised,moon,2.1373242630385487,female
1625,TESS,clean/TESS/OAF_near_angry.wav,OAF,angry,near,1.519954648526077,female
1626,TESS,clean/TESS/OAF_dodge_sad.wav,OAF,sad,dodge,2.4882993197278913,female
1627,TESS,clean/TESS/OAF_have_fear.wav,OAF,fearful,have,1.4927891156462585,female
1628,TESS,clean/TESS/OAF_dodge_happy.wav,OAF,happy,dodge,2.159455782312925,female
1629,TESS,clean/TESS/YAF_pool_angry.wav,YAF,angry,pool,1.9419954648526077,female
1630,TESS,clean/TESS/OAF_beg_happy.wav,OAF,happy,beg,2.0116553287981858,female
1631,TESS,clean/TESS/YAF_note_neutral.wav,YAF,neutral,note,2.1708390022675736,female
1632,TESS,clean/TESS/OAF_bath_happy.wav,OAF,happy,bath,2.0351020408163265,female
1633,TESS,clean/TESS/OAF_shack_ps.wav,OAF,surprised,shack,1.887936507936508,female
1634,TESS,clean/TESS/OAF_haze_neutral.wav,OAF,neutral,haze,2.0058049886621316,female
1635,TESS,clean/TESS/OAF_kick_sad.wav,OAF,sad,kick,2.612471655328798,female
1636,TESS,clean/TESS/OAF_shall_angry.wav,OAF,angry,shall,1.678639455782313,female
1637,TESS,clean/TESS/YAF_back_fear.wav,YAF,fearful,back,1.6513378684807256,female
1638,TESS,clean/TESS/OAF_came_fear.wav,OAF,fearful,came,1.573514739229025,female
1639,TESS,clean/TESS/YAF_keg_ps.wav,YAF,surprised,keg,1.7486621315192743,female
1640,TESS,clean/TESS/YAF_mode_happy.wav,YAF,happy,mode,1.7578684807256235,female
1641,TESS,clean/TESS/OAF_dead_sad.wav,OAF,sad,dead,2.696190476190476,female
1642,TESS,clean/TESS/YAF_mouse_disgust.wav,YAF,disgusted,mouse,2.634512471655329,female
1643,TESS,clean/TESS/OAF_gun_disgust.wav,OAF,disgusted,gun,2.450702947845805,female
1644,TESS,clean/TESS/OAF_thought_fear.wav,OAF,fearful,thought,1.6509297052154195,female
1645,TESS,clean/TESS/YAF_tell_ps.wav,YAF,surprised,tell,1.874421768707483,female
1646,TESS,clean/TESS/OAF_kite_ps.wav,OAF,surprised,kite,1.9133333333333333,female
1647,TESS,clean/TESS/YAF_kill_ps.wav,YAF,surprised,kill,1.7965986394557822,female
1648,TESS,clean/TESS/OAF_mill_ps.wav,OAF,surprised,mill,2.111292517006803,female
1649,TESS,clean/TESS/OAF_make_sad.wav,OAF,sad,make,2.509886621315193,female
1650,TESS,clean/TESS/OAF_juice_angry.wav,OAF,angry,juice,1.6011337868480726,female
1651,TESS,clean/TESS/OAF_fail_angry.wav,OAF,angry,fail,1.553469387755102,female
1652,TESS,clean/TESS/OAF_lease_angry.wav,OAF,angry,lease,1.681360544217687,female
1653,TESS,clean/TESS/YAF_keep_ps.wav,YAF,surprised,keep,1.909750566893424,female
1654,TESS,clean/TESS/YAF_pearl_neutral.wav,YAF,neutral,pearl,2.131655328798186,female
1655,TESS,clean/TESS/OAF_half_sad.wav,OAF,sad,half,2.535873015873016,female
1656,TESS,clean/TESS/OAF_goose_ps.wav,OAF,surprised,goose,2.1273469387755104,female
1657,TESS,clean/TESS/YAF_young_angry.wav,YAF,angry,young,2.0965079365079364,female
1658,TESS,clean/TESS/YAF_dog_angry.wav,YAF,angry,dog,2.0621315192743763,female
1659,TESS,clean/TESS/OAF_white_sad.wav,OAF,sad,white,2.378140589569161,female
1660,TESS,clean/TESS/OAF_gap_sad.wav,OAF,sad,gap,2.926031746031746,female
1661,TESS,clean/TESS/OAF_wire_happy.wav,OAF,happy,wire,2.1396825396825396,female
1662,TESS,clean/TESS/OAF_chat_ps.wav,OAF,surprised,chat,1.8442630385487528,female
1663,TESS,clean/TESS/YAF_king_angry.wav,YAF,angry,king,1.8672108843537416,female
1664,TESS,clean/TESS/OAF_hall_happy.wav,OAF,happy,hall,2.0359637188208617,female
1665,TESS,clean/TESS/OAF_sheep_neutral.wav,OAF,neutral,sheep,1.8376417233560092,female
1666,TESS,clean/TESS/YAF_dime_disgust.wav,YAF,disgusted,dime,2.364172335600907,female
1667,TESS,clean/TESS/OAF_doll_disgust.wav,OAF,disgusted,doll,2.322947845804989,female
1668,TESS,clean/TESS/YAF_sour_sad.wav,YAF,sad,sour,2.2960090702947844,female
1669,TESS,clean/TESS/OAF_have_ps.wav,OAF,surprised,have,2.159047619047619,female
1670,TESS,clean/TESS/YAF_love_disgust.wav,YAF,disgusted,love,2.5426757369614514,female
1671,TESS,clean/TESS/YAF_hire_angry.wav,YAF,angry,hire,2.073968253968254,female
1672,TESS,clean/TESS/YAF_live_fear.wav,YAF,fearful,live,1.8556009070294786,female
1673,TESS,clean/TESS/OAF_gaze_fear.wav,OAF,fearful,gaze,1.6643537414965985,female
1674,TESS,clean/TESS/YAF_bar_disgust.wav,YAF,disgusted,bar,2.357142857142857,female
1675,TESS,clean/TESS/OAF_bar_fear.wav,OAF,fearful,bar,1.6897052154195011,female
1676,TESS,clean/TESS/OAF_judge_angry.wav,OAF,angry,judge,1.7258956916099772,female
1677,TESS,clean/TESS/YAF_void_ps.wav,YAF,surprised,void,1.8280725623582768,female
1678,TESS,clean/TESS/YAF_home_sad.wav,YAF,sad,home,2.102403628117914,female
1679,TESS,clean/TESS/OAF_juice_disgust.wav,OAF,disgusted,juice,2.391201814058957,female
1680,TESS,clean/TESS/YAF_hole_sad.wav,YAF,sad,hole,2.2645351473922903,female
1681,TESS,clean/TESS/OAF_pass_neutral.wav,OAF,neutral,pass,2.216281179138322,female
1682,TESS,clean/TESS/YAF_rot_disgust.wav,YAF,disgusted,rot,2.360907029478458,female
1683,TESS,clean/TESS/OAF_thumb_sad.wav,OAF,sad,thumb,2.537687074829932,female
1684,TESS,clean/TESS/YAF_take_angry.wav,YAF,angry,take,2.083219954648526,female
1685,TESS,clean/TESS/YAF_choice_happy.wav,YAF,happy,choice,1.8928344671201813,female
1686,TESS,clean/TESS/OAF_cause_fear.wav,OAF,fearful,cause,1.6920181405895691,female
1687,TESS,clean/TESS/OAF_book_fear.wav,OAF,fearful,book,1.4480725623582766,female
1688,TESS,clean/TESS/YAF_bean_disgust.wav,YAF,disgusted,bean,2.1407256235827665,female
1689,TESS,clean/TESS/OAF_numb_angry.wav,OAF,angry,numb,1.5760544217687076,female
1690,TESS,clean/TESS/YAF_third_fear.wav,YAF,fearful,third,1.628843537414966,female
1691,TESS,clean/TESS/YAF_calm_angry.wav,YAF,angry,calm,2.030249433106576,female
1692,TESS,clean/TESS/OAF_goose_angry.wav,OAF,angry,goose,1.530612244897959,female
1693,TESS,clean/TESS/YAF_cheek_ps.wav,YAF,surprised,cheek,1.836326530612245,female
1694,TESS,clean/TESS/OAF_pick_angry.wav,OAF,angry,pick,1.613015873015873,female
1695,TESS,clean/TESS/YAF_gap_fear.wav,YAF,fearful,gap,1.4867120181405895,female
1696,TESS,clean/TESS/OAF_gaze_happy.wav,OAF,happy,gaze,2.0867573696145123,female
1697,TESS,clean/TESS/OAF_kite_happy.wav,OAF,happy,kite,1.8643083900226758,female
1698,TESS,clean/TESS/YAF_ditch_neutral.wav,YAF,neutral,ditch,2.0574603174603174,female
1699,TESS,clean/TESS/YAF_date_fear.wav,YAF,fearful,date,1.9072108843537414,female
1700,TESS,clean/TESS/YAF_fit_sad.wav,YAF,sad,fit,2.421360544217687,female
1701,TESS,clean/TESS/OAF_love_happy.wav,OAF,happy,love,2.065895691609977,female
1702,TESS,clean/TESS/OAF_hate_sad.wav,OAF,sad,hate,2.348707482993197,female
1703,TESS,clean/TESS/OAF_team_happy.wav,OAF,happy,team,2.080090702947846,female
1704,TESS,clean/TESS/OAF_join_disgust.wav,OAF,disgusted,join,2.3621768707482995,female
1705,TESS,clean/TESS/YAF_hurl_disgust.wav,YAF,disgusted,hurl,2.273514739229025,female
1706,TESS,clean/TESS/OAF_fat_neutral.wav,OAF,neutral,fat,1.959954648526077,female
1707,TESS,clean/TESS/OAF_fit_fear.wav,OAF,fearful,fit,1.5836281179138323,female
1708,TESS,clean/TESS/YAF_gap_angry.wav,YAF,angry,gap,1.8572335600907028,female
1709,TESS,clean/TESS/OAF_fit_disgust.wav,OAF,disgusted,fit,2.103356009070295,female
1710,TESS,clean/TESS/YAF_youth_angry.wav,YAF,angry,youth,2.3682086167800454,female
1711,TESS,clean/TESS/OAF_live_ps.wav,OAF,surprised,live,2.0152380952380953,female
1712,TESS,clean/TESS/YAF_haze_happy.wav,YAF,happy,haze,2.11156462585034,female
1713,TESS,clean/TESS/OAF_match_sad.wav,OAF,sad,match,2.820861678004535,female
1714,TESS,clean/TESS/YAF_good_ps.wav,YAF,surprised,good,1.828344671201814,female
1715,TESS,clean/TESS/YAF_south_ps.wav,YAF,surprised,south,1.9592290249433106,female
1716,TESS,clean/TESS/YAF_date_neutral.wav,YAF,neutral,date,2.0941950113378685,female
1717,TESS,clean/TESS/OAF_ripe_neutral.wav,OAF,neutral,ripe,2.045124716553288,female
1718,TESS,clean/TESS/OAF_rot_sad.wav,OAF,sad,rot,2.3059410430839002,female
1719,TESS,clean/TESS/YAF_puff_sad.wav,YAF,sad,puff,2.0529251700680273,female
1720,TESS,clean/TESS/YAF_sub_disgust.wav,YAF,disgusted,sub,2.5076190476190474,female
1721,TESS,clean/TESS/OAF_whip_ps.wav,OAF,surprised,whip,1.6800907029478458,female
1722,TESS,clean/TESS/YAF_wife_ps.wav,YAF,surprised,wife,1.9449433106575964,female
1723,TESS,clean/TESS/YAF_rough_happy.wav,YAF,happy,rough,1.874875283446712,female
1724,TESS,clean/TESS/YAF_dog_disgust.wav,YAF,disgusted,dog,2.443219954648526,female
1725,TESS,clean/TESS/YAF_said_sad.wav,YAF,sad,said,2.2495691609977326,female
1726,TESS,clean/TESS/OAF_met_ps.wav,OAF,surprised,met,2.2111111111111112,female
1727,TESS,clean/TESS/YAF_rag_neutral.wav,YAF,neutral,rag,1.810748299319728,female
1728,TESS,clean/TESS/OAF_note_sad.wav,OAF,sad,note,2.496235827664399,female
1729,TESS,clean/TESS/OAF_voice_neutral.wav,OAF,neutral,voice,2.114603174603175,female
1730,TESS,clean/TESS/OAF_yearn_happy.wav,OAF,happy,yearn,2.1620408163265306,female
1731,TESS,clean/TESS/YAF_laud_disgust.wav,YAF,disgusted,laud,2.42453514739229,female
1732,TESS,clean/TESS/YAF_raise_neutral.wav,YAF,neutral,raise,2.0841269841269843,female
1733,TESS,clean/TESS/OAF_lease_sad.wav,OAF,sad,lease,2.592244897959184,female
1734,TESS,clean/TESS/YAF_shack_disgust.wav,YAF,disgusted,shack,2.444308390022676,female
1735,TESS,clean/TESS/OAF_rush_neutral.wav,OAF,neutral,rush,2.1687528344671203,female
1736,TESS,clean/TESS/YAF_name_sad.wav,YAF,sad,name,2.283265306122449,female
1737,TESS,clean/TESS/YAF_read_happy.wav,YAF,happy,read,1.752154195011338,female
1738,TESS,clean/TESS/OAF_whip_angry.wav,OAF,angry,whip,1.2880725623582767,female
1739,TESS,clean/TESS/YAF_mode_fear.wav,YAF,fearful,mode,1.6091609977324264,female
1740,TESS,clean/TESS/YAF_which_happy.wav,YAF,happy,which,2.0587755102040814,female
1741,TESS,clean/TESS/YAF_lot_happy.wav,YAF,happy,lot,1.8403628117913833,female
1742,TESS,clean/TESS/OAF_fall_disgust.wav,OAF,disgusted,fall,2.3926530612244896,female
1743,TESS,clean/TESS/OAF_hit_ps.wav,OAF,surprised,hit,1.8310657596371882,female
1744,TESS,clean/TESS/OAF_wheat_fear.wav,OAF,fearful,wheat,1.3667573696145126,female
1745,TESS,clean/TESS/OAF_keg_disgust.wav,OAF,disgusted,keg,2.365079365079365,female
1746,TESS,clean/TESS/YAF_peg_happy.wav,YAF,happy,peg,1.9087074829931974,female
1747,TESS,clean/TESS/YAF_half_ps.wav,YAF,surprised,half,1.9121995464852608,female
1748,TESS,clean/TESS/YAF_five_sad.wav,YAF,sad,five,2.426031746031746,female
1749,TESS,clean/TESS/YAF_hash_sad.wav,YAF,sad,hash,2.194829931972789,female
