,dataset,filename,actor,emotion,intensity,statement,repitition,length,gender
426,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-01-02-02-17.wav,17,fearful,normal,02,02,2.8357369614512473,male
427,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-01-02-01-17.wav,17,angry,normal,02,01,1.5370975056689342,male
428,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-01-01-01-17.wav,17,surprised,normal,01,01,1.4814512471655328,male
429,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-02-02-01-17.wav,17,surprised,strong,02,01,2.3722448979591837,male
430,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-01-02-01-17.wav,17,calm,normal,02,01,1.65156462585034,male
431,RAVDESS,clean/RAVDESS/Actor_17/03-01-01-01-02-02-17.wav,17,neutral,normal,02,02,1.507936507936508,male
432,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-02-01-01-17.wav,17,calm,strong,01,01,1.782267573696145,male
433,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-01-01-02-17.wav,17,happy,normal,01,02,1.499002267573696,male
434,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-02-02-02-17.wav,17,happy,strong,02,02,1.7676190476190476,male
435,RAVDESS,clean/RAVDESS/Actor_17/03-01-01-01-01-01-17.wav,17,neutral,normal,01,01,1.8031292517006803,male
436,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-01-01-02-17.wav,17,calm,normal,01,02,1.4494331065759638,male
437,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-02-02-02-17.wav,17,calm,strong,02,02,1.4996825396825397,male
438,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-01-02-01-17.wav,17,happy,normal,02,01,1.4449433106575964,male
439,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-02-01-01-17.wav,17,happy,strong,01,01,1.6979138321995464,male
440,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-02-01-01-17.wav,17,sad,strong,01,01,2.1243537414965985,male
441,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-02-01-02-17.wav,17,disgusted,strong,01,02,2.0058049886621316,male
442,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-01-02-02-17.wav,17,disgusted,normal,02,02,1.5682539682539682,male
443,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-01-02-01-17.wav,17,sad,normal,02,01,1.4761451247165533,male
444,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-02-02-01-17.wav,17,fearful,strong,02,01,2.619410430839002,male
445,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-02-02-02-17.wav,17,angry,strong,02,02,2.014829931972789,male
446,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-01-01-02-17.wav,17,angry,normal,01,02,1.6400907029478458,male
447,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-01-01-01-17.wav,17,fearful,normal,01,01,1.870793650793651,male
448,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-01-02-02-17.wav,17,surprised,normal,02,02,1.7621768707482994,male
449,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-02-01-02-17.wav,17,surprised,strong,01,02,2.5439909297052155,male
450,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-02-02-01-17.wav,17,happy,strong,02,01,2.4138775510204082,male
451,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-01-01-01-17.wav,17,happy,normal,01,01,1.4467573696145124,male
452,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-02-01-02-17.wav,17,calm,strong,01,02,1.5819501133786849,male
453,RAVDESS,clean/RAVDESS/Actor_17/03-01-01-01-02-01-17.wav,17,neutral,normal,02,01,1.5836281179138323,male
454,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-01-02-02-17.wav,17,calm,normal,02,02,1.7208163265306122,male
455,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-01-02-02-17.wav,17,angry,normal,02,02,1.4825850340136055,male
456,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-01-02-01-17.wav,17,fearful,normal,02,01,3.130204081632653,male
457,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-02-01-01-17.wav,17,fearful,strong,01,01,2.856235827664399,male
458,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-02-01-02-17.wav,17,angry,strong,01,02,1.82281179138322,male
459,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-01-01-02-17.wav,17,disgusted,normal,01,02,1.661859410430839,male
460,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-01-01-01-17.wav,17,sad,normal,01,01,1.4863038548752834,male
461,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-02-02-01-17.wav,17,sad,strong,02,01,2.4234467120181407,male
462,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-02-02-02-17.wav,17,disgusted,strong,02,02,2.4716099773242632,male
463,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-02-02-02-17.wav,17,surprised,strong,02,02,2.3383219954648524,male
464,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-01-01-02-17.wav,17,surprised,normal,01,02,2.2140589569160998,male
465,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-01-01-02-17.wav,17,fearful,normal,01,02,2.0346938775510206,male
466,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-01-01-01-17.wav,17,angry,normal,01,01,1.4023129251700681,male
467,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-02-02-01-17.wav,17,angry,strong,02,01,1.6289795918367347,male
468,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-02-02-02-17.wav,17,fearful,strong,02,02,2.9569160997732427,male
469,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-01-02-02-17.wav,17,sad,normal,02,02,1.5439455782312925,male
470,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-01-02-01-17.wav,17,disgusted,normal,02,01,1.4959183673469387,male
471,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-02-01-01-17.wav,17,disgusted,strong,01,01,2.0786848072562356,male
472,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-02-01-02-17.wav,17,sad,strong,01,02,2.167437641723356,male
473,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-02-01-01-17.wav,17,surprised,strong,01,01,2.1895238095238096,male
474,RAVDESS,clean/RAVDESS/Actor_17/03-01-08-01-02-01-17.wav,17,surprised,normal,02,01,1.7003174603174602,male
475,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-02-01-02-17.wav,17,happy,strong,01,02,2.1383673469387756,male
476,RAVDESS,clean/RAVDESS/Actor_17/03-01-03-01-02-02-17.wav,17,happy,normal,02,02,1.523265306122449,male
477,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-02-02-01-17.wav,17,calm,strong,02,01,1.796734693877551,male
478,RAVDESS,clean/RAVDESS/Actor_17/03-01-02-01-01-01-17.wav,17,calm,normal,01,01,1.4468027210884353,male
479,RAVDESS,clean/RAVDESS/Actor_17/03-01-01-01-01-02-17.wav,17,neutral,normal,01,02,1.4653061224489796,male
480,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-02-02-02-04.wav,04,happy,strong,02,02,1.957687074829932,female
481,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-01-01-02-04.wav,04,happy,normal,01,02,1.5754648526077097,female
482,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-02-01-01-04.wav,04,calm,strong,01,01,2.0140136054421767,female
483,RAVDESS,clean/RAVDESS/Actor_04/03-01-01-01-02-02-04.wav,04,neutral,normal,02,02,1.2414965986394557,female
484,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-01-02-01-04.wav,04,calm,normal,02,01,1.6912471655328798,female
485,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-01-02-01-04.wav,04,angry,normal,02,01,1.5052607709750567,female
486,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-01-02-02-04.wav,04,fearful,normal,02,02,1.496689342403628,female
487,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-02-01-02-04.wav,04,fearful,strong,01,02,1.7912925170068028,female
488,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-02-01-01-04.wav,04,angry,strong,01,01,1.9922448979591836,female
489,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-01-01-01-04.wav,04,disgusted,normal,01,01,1.8956462585034013,female
490,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-01-01-02-04.wav,04,sad,normal,01,02,1.4690702947845804,female
491,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-02-02-02-04.wav,04,sad,strong,02,02,2.08281179138322,female
492,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-02-02-01-04.wav,04,disgusted,strong,02,01,1.9156009070294784,female
493,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-02-02-01-04.wav,04,surprised,strong,02,01,1.557233560090703,female
494,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-01-01-01-04.wav,04,surprised,normal,01,01,1.285578231292517,female
495,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-01-01-01-04.wav,04,fearful,normal,01,01,1.379591836734694,female
496,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-01-01-02-04.wav,04,angry,normal,01,02,1.636326530612245,female
497,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-02-02-02-04.wav,04,angry,strong,02,02,1.9300680272108843,female
498,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-02-02-01-04.wav,04,fearful,strong,02,01,1.7570975056689342,female
499,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-01-02-01-04.wav,04,sad,normal,02,01,1.514467120181406,female
500,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-01-02-02-04.wav,04,disgusted,normal,02,02,1.791655328798186,female
501,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-02-01-02-04.wav,04,disgusted,strong,01,02,2.047891156462585,female
502,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-02-01-01-04.wav,04,sad,strong,01,01,1.7614058956916099,female
503,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-02-01-02-04.wav,04,surprised,strong,01,02,1.6207256235827665,female
504,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-01-02-02-04.wav,04,surprised,normal,02,02,1.4932879818594105,female
505,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-02-01-01-04.wav,04,happy,strong,01,01,2.1252607709750566,female
506,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-01-02-01-04.wav,04,happy,normal,02,01,1.573061224489796,female
507,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-02-02-02-04.wav,04,calm,strong,02,02,2.080408163265306,female
508,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-01-01-02-04.wav,04,calm,normal,01,02,1.7876190476190477,female
509,RAVDESS,clean/RAVDESS/Actor_04/03-01-01-01-01-01-04.wav,04,neutral,normal,01,01,1.3292517006802722,female
510,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-02-02-02-04.wav,04,disgusted,strong,02,02,2.0453968253968253,female
511,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-02-02-01-04.wav,04,sad,strong,02,01,2.061269841269841,female
512,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-01-01-01-04.wav,04,sad,normal,01,01,1.41437641723356,female
513,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-01-01-02-04.wav,04,disgusted,normal,01,02,1.8759183673469388,female
514,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-02-01-02-04.wav,04,angry,strong,01,02,1.9231292517006802,female
515,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-02-01-01-04.wav,04,fearful,strong,01,01,2.50984126984127,female
516,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-01-02-01-04.wav,04,fearful,normal,02,01,1.5038548752834466,female
517,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-01-02-02-04.wav,04,angry,normal,02,02,1.7988208616780046,female
518,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-01-01-02-04.wav,04,surprised,normal,01,02,1.4200907029478458,female
519,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-02-02-02-04.wav,04,surprised,strong,02,02,1.7530612244897958,female
520,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-01-02-02-04.wav,04,calm,normal,02,02,1.6697052154195011,female
521,RAVDESS,clean/RAVDESS/Actor_04/03-01-01-01-02-01-04.wav,04,neutral,normal,02,01,1.267845804988662,female
522,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-02-01-02-04.wav,04,calm,strong,01,02,1.8346938775510204,female
523,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-01-01-01-04.wav,04,happy,normal,01,01,1.5435374149659864,female
524,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-02-02-01-04.wav,04,happy,strong,02,01,1.659092970521542,female
525,RAVDESS,clean/RAVDESS/Actor_04/03-01-01-01-01-02-04.wav,04,neutral,normal,01,02,1.3717913832199546,female
526,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-01-01-01-04.wav,04,calm,normal,01,01,1.7884807256235828,female
527,RAVDESS,clean/RAVDESS/Actor_04/03-01-02-02-02-01-04.wav,04,calm,strong,02,01,1.9970975056689342,female
528,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-01-02-02-04.wav,04,happy,normal,02,02,1.497687074829932,female
529,RAVDESS,clean/RAVDESS/Actor_04/03-01-03-02-01-02-04.wav,04,happy,strong,01,02,1.6133333333333333,female
530,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-02-01-02-04.wav,04,sad,strong,01,02,1.8020408163265307,female
531,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-02-01-01-04.wav,04,disgusted,strong,01,01,2.0304308390022676,female
532,RAVDESS,clean/RAVDESS/Actor_04/03-01-07-01-02-01-04.wav,04,disgusted,normal,02,01,1.7905215419501135,female
533,RAVDESS,clean/RAVDESS/Actor_04/03-01-04-01-02-02-04.wav,04,sad,normal,02,02,1.5325170068027212,female
534,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-02-02-02-04.wav,04,fearful,strong,02,02,1.74140589569161,female
535,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-02-02-01-04.wav,04,angry,strong,02,01,2.026530612244898,female
536,RAVDESS,clean/RAVDESS/Actor_04/03-01-05-01-01-01-04.wav,04,angry,normal,01,01,1.7389115646258504,female
537,RAVDESS,clean/RAVDESS/Actor_04/03-01-06-01-01-02-04.wav,04,fearful,normal,01,02,1.570702947845805,female
538,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-01-02-01-04.wav,04,surprised,normal,02,01,1.7099773242630385,female
539,RAVDESS,clean/RAVDESS/Actor_04/03-01-08-02-01-01-04.wav,04,surprised,strong,01,01,1.854013605442177,female
540,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-02-02-02-03.wav,03,sad,strong,02,02,2.7500680272108844,male
541,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-02-02-01-03.wav,03,disgusted,strong,02,01,2.721678004535147,male
542,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-01-01-01-03.wav,03,disgusted,normal,01,01,2.3243537414965987,male
543,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-01-01-02-03.wav,03,sad,normal,01,02,2.0342403628117913,male
544,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-02-01-02-03.wav,03,fearful,strong,01,02,3.44312925170068,male
545,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-02-01-01-03.wav,03,angry,strong,01,01,3.770566893424036,male
546,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-01-02-01-03.wav,03,angry,normal,02,01,2.055873015873016,male
547,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-01-02-02-03.wav,03,fearful,normal,02,02,1.7867573696145125,male
548,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-01-01-01-03.wav,03,surprised,normal,01,01,1.5194104308390022,male
549,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-02-02-01-03.wav,03,surprised,strong,02,01,1.9621768707482994,male
550,RAVDESS,clean/RAVDESS/Actor_03/03-01-01-01-02-02-03.wav,03,neutral,normal,02,02,1.5763718820861679,male
551,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-01-02-01-03.wav,03,calm,normal,02,01,2.079047619047619,male
552,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-02-01-01-03.wav,03,calm,strong,01,01,2.9574603174603173,male
553,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-01-01-02-03.wav,03,happy,normal,01,02,1.8416326530612246,male
554,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-02-02-02-03.wav,03,happy,strong,02,02,2.9662585034013604,male
555,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-01-01-02-03.wav,03,calm,normal,01,02,1.9824943310657597,male
556,RAVDESS,clean/RAVDESS/Actor_03/03-01-01-01-01-01-03.wav,03,neutral,normal,01,01,1.5379138321995465,male
557,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-02-02-02-03.wav,03,calm,strong,02,02,2.732562358276644,male
558,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-01-02-01-03.wav,03,happy,normal,02,01,1.6931519274376416,male
559,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-02-01-01-03.wav,03,happy,strong,01,01,2.940045351473923,male
560,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-02-01-02-03.wav,03,disgusted,strong,01,02,2.738548752834467,male
561,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-02-01-01-03.wav,03,sad,strong,01,01,2.1653514739229025,male
562,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-01-02-01-03.wav,03,sad,normal,02,01,2.413106575963719,male
563,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-01-02-02-03.wav,03,disgusted,normal,02,02,2.4604988662131517,male
564,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-02-02-02-03.wav,03,angry,strong,02,02,3.664625850340136,male
565,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-02-02-01-03.wav,03,fearful,strong,02,01,2.9946031746031747,male
566,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-01-01-01-03.wav,03,fearful,normal,01,01,1.987845804988662,male
567,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-01-01-02-03.wav,03,angry,normal,01,02,2.227936507936508,male
568,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-01-02-02-03.wav,03,surprised,normal,02,02,1.7475736961451247,male
569,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-02-01-02-03.wav,03,surprised,strong,01,02,1.7806802721088435,male
570,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-02-02-01-03.wav,03,happy,strong,02,01,3.3246258503401362,male
571,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-01-01-01-03.wav,03,happy,normal,01,01,1.8585034013605441,male
572,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-02-01-02-03.wav,03,calm,strong,01,02,2.4709297052154193,male
573,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-01-02-02-03.wav,03,calm,normal,02,02,2.5104308390022676,male
574,RAVDESS,clean/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav,03,neutral,normal,02,01,1.6187755102040817,male
575,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-01-02-01-03.wav,03,fearful,normal,02,01,1.9783219954648525,male
576,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-01-02-02-03.wav,03,angry,normal,02,02,2.1262585034013606,male
577,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-02-01-02-03.wav,03,angry,strong,01,02,3.7039909297052156,male
578,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-02-01-01-03.wav,03,fearful,strong,01,01,2.9547845804988664,male
579,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-01-01-01-03.wav,03,sad,normal,01,01,1.802857142857143,male
580,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-01-01-02-03.wav,03,disgusted,normal,01,02,1.95265306122449,male
581,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-02-02-02-03.wav,03,disgusted,strong,02,02,2.8378684807256236,male
582,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-02-02-01-03.wav,03,sad,strong,02,01,2.9518367346938774,male
583,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-02-02-02-03.wav,03,surprised,strong,02,02,1.3993650793650794,male
584,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-01-01-02-03.wav,03,surprised,normal,01,02,1.6985487528344672,male
585,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-01-01-01-03.wav,03,angry,normal,01,01,2.027528344671202,male
586,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-01-01-02-03.wav,03,fearful,normal,01,02,2.249705215419501,male
587,RAVDESS,clean/RAVDESS/Actor_03/03-01-06-02-02-02-03.wav,03,fearful,strong,02,02,3.436780045351474,male
588,RAVDESS,clean/RAVDESS/Actor_03/03-01-05-02-02-01-03.wav,03,angry,strong,02,01,3.2179138321995464,male
589,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-01-02-01-03.wav,03,disgusted,normal,02,01,1.7829931972789115,male
590,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-01-02-02-03.wav,03,sad,normal,02,02,2.4156462585034015,male
591,RAVDESS,clean/RAVDESS/Actor_03/03-01-04-02-01-02-03.wav,03,sad,strong,01,02,2.2546938775510204,male
592,RAVDESS,clean/RAVDESS/Actor_03/03-01-07-02-01-01-03.wav,03,disgusted,strong,01,01,2.2477097505668935,male
593,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-02-01-01-03.wav,03,surprised,strong,01,01,1.5775963718820862,male
594,RAVDESS,clean/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav,03,surprised,normal,02,01,1.334421768707483,male
595,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-02-01-02-03.wav,03,happy,strong,01,02,3.375328798185941,male
596,RAVDESS,clean/RAVDESS/Actor_03/03-01-03-01-02-02-03.wav,03,happy,normal,02,02,1.659047619047619,male
597,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-02-02-01-03.wav,03,calm,strong,02,01,2.8657596371882086,male
598,RAVDESS,clean/RAVDESS/Actor_03/03-01-01-01-01-02-03.wav,03,neutral,normal,01,02,1.5848526077097507,male
599,RAVDESS,clean/RAVDESS/Actor_03/03-01-02-01-01-01-03.wav,03,calm,normal,01,01,1.9674376417233561,male
600,RAVDESS,clean/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav,02,fearful,normal,02,02,1.7756916099773243,female
601,RAVDESS,clean/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav,02,angry,normal,02,01,1.838639455782313,female
602,RAVDESS,clean/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav,02,angry,strong,01,01,1.9505668934240363,female
603,RAVDESS,clean/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav,02,fearful,strong,01,02,1.8453061224489795,female
604,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav,02,sad,normal,01,02,1.8037641723356008,female
605,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-01-01-01-02.wav,02,disgusted,normal,01,01,1.7419954648526077,female
606,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-02-02-01-02.wav,02,disgusted,strong,02,01,2.114875283446712,female
607,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav,02,sad,strong,02,02,1.697687074829932,female
608,RAVDESS,clean/RAVDESS/Actor_02/03-01-08-02-02-01-02.wav,02,surprised,strong,02,01,1.7708843537414967,female
609,RAVDESS,clean/RAVDESS/Actor_02/03-01-08-01-01-01-02.wav,02,surprised,normal,01,01,1.528344671201814,female
610,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav,02,happy,strong,02,02,1.9398185941043085,female
611,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav,02,happy,normal,01,02,1.743310657596372,female
612,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-02-01-01-02.wav,02,calm,strong,01,01,2.0963718820861676,female
613,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-01-02-01-02.wav,02,calm,normal,02,01,1.858049886621315,female
614,RAVDESS,clean/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav,02,neutral,normal,02,02,1.6159637188208618,female
615,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav,02,happy,strong,01,01,2.011292517006803,female
616,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav,02,happy,normal,02,01,1.7839909297052154,female
617,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-02-02-02-02.wav,02,calm,strong,02,02,2.158004535147392,female
618,RAVDESS,clean/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav,02,neutral,normal,01,01,1.649750566893424,female
619,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-01-01-02-02.wav,02,calm,normal,01,02,1.9956462585034014,female
620,RAVDESS,clean/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav,02,angry,normal,01,02,1.9541950113378685,female
621,RAVDESS,clean/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav,02,fearful,normal,01,01,1.7388662131519275,female
622,RAVDESS,clean/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav,02,fearful,strong,02,01,1.787845804988662,female
623,RAVDESS,clean/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav,02,angry,strong,02,02,2.0621768707482993,female
624,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-01-02-02-02.wav,02,disgusted,normal,02,02,1.8630385487528345,female
625,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav,02,sad,normal,02,01,1.7671201814058957,female
626,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav,02,sad,strong,01,01,1.6876643990929705,female
627,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-02-01-02-02.wav,02,disgusted,strong,01,02,2.2345578231292516,female
628,RAVDESS,clean/RAVDESS/Actor_02/03-01-08-02-01-02-02.wav,02,surprised,strong,01,02,1.9139682539682539,female
629,RAVDESS,clean/RAVDESS/Actor_02/03-01-08-01-02-02-02.wav,02,surprised,normal,02,02,1.5621315192743763,female
630,RAVDESS,clean/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav,02,neutral,normal,02,01,1.7779591836734694,female
631,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-01-02-02-02.wav,02,calm,normal,02,02,2.0240816326530613,female
632,RAVDESS,clean/RAVDESS/Actor_02/03-01-02-02-01-02-02.wav,02,calm,strong,01,02,2.0533333333333332,female
633,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav,02,happy,normal,01,01,1.6519727891156462,female
634,RAVDESS,clean/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav,02,happy,strong,02,01,1.7526530612244897,female
635,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav,02,sad,strong,02,01,1.7271655328798186,female
636,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-02-02-02-02.wav,02,disgusted,strong,02,02,2.1462131519274377,female
637,RAVDESS,clean/RAVDESS/Actor_02/03-01-07-01-01-02-02.wav,02,disgusted,normal,01,02,1.6542403628117914,female
638,RAVDESS,clean/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav,02,sad,normal,01,01,1.818140589569161,female
